universidad,estado_fuente,url_altillo,url_oficial,pagina_fuente
Instituto de Estudios Superiores Lagrange,Distritofederal,https://www.altillo.com/universidades/mexico/de/distritofederal/Instituto_de_Estudios_Superiores_Lagrange.asp,,https://www.altillo.com/universidades/mexico/de/distritofederal.asp
Instituto de Estudios Superiores Las Americas (IESLA),Yucatan,https://www.altillo.com/universidades/mexico/de/yucatan/Instituto_de_Estudios_Superiores_las_Americas.asp,,https://www.altillo.com/universidades/mexico/de/yucatan.asp
Instituto de Estudios Superiores Libertad,Michoacan,https://www.altillo.com/universidades/mexico/de/michoacan/Instituto_de_estudios_Superiores_Libertad.asp,,https://www.altillo.com/universidades/mexico/de/michoacan.asp
Instituto de Estudios Superiores Lincoln,Michoacan,https://www.altillo.com/universidades/mexico/de/michoacan/Instituto_de_estudios_Superiores_Lincoln.asp,http://www.es-es.facebook.com/InstitutoDeEstudiosSuperioresLibertad,https://www.altillo.com/universidades/mexico/de/michoacan.asp
Instituto de Estudios Superiores Luis Pasteur,Distritofederal,https://www.altillo.com/universidades/mexico/de/distritofederal/Instituto_de_Estudios_Superiores_Luis_Pasteur.asp,,https://www.altillo.com/universidades/mexico/de/distritofederal.asp
Instituto de Estudios Superiores Manuel José de Rojas,Chiapas,https://www.altillo.com/universidades/mexico/de/chiapas/Instituto_de_Estudios_Superiores_Manuel_Jose_de_Rojas.asp,https://ies.edu.mx/,https://www.altillo.com/universidades/mexico/de/chiapas.asp
Instituto de Estudios Superiores Morelos,Distritofederal,https://www.altillo.com/universidades/mexico/de/veracruz/Instituto_de_Estudios_Superiores_Morelos.asp,http://www.escuelamorelos.edu.mx,https://www.altillo.com/universidades/mexico/de/distritofederal.asp
Instituto de Estudios Superiores Mérida (IESMER),Yucatan,https://www.altillo.com/universidades/mexico/de/yucatan/Instituto_de_Estudios_Superiores_Merida_IESMER.asp,,https://www.altillo.com/universidades/mexico/de/yucatan.asp
Instituto de Estudios Superiores México,Chiapas,https://www.altillo.com/universidades/mexico/de/chiapas/Instituto_de_Estudios_Superiores_Mexico.asp,,https://www.altillo.com/universidades/mexico/de/chiapas.asp
Instituto de Estudios Superiores México,Chiapas,https://www.altillo.com/universidades/mexico/de/chiapas/Instituto_de_Estudios_Superiores_Mexico_sancristobal.asp,,https://www.altillo.com/universidades/mexico/de/chiapas.asp
Instituto de Estudios Superiores Nueva Inglaterra,Distritofederal,https://www.altillo.com/universidades/mexico/de/distritofederal/Instituto_de_Estudios_Superiores_Nueva_Inglaterra.asp,http://www.institutonuevainglaterra.edu.mx/,https://www.altillo.com/universidades/mexico/de/municipio_df_tlalpan.asp
Instituto de Estudios Superiores Núñez Fragoso,Distritofederal,https://www.altillo.com/universidades/mexico/de/distritofederal/Instituto_de_Estudios_Superiores_Nunez_Fragoso.asp,https://nunezfragoso.com,https://www.altillo.com/universidades/mexico/de/distritofederal.asp
Instituto de Estudios Superiores para el desarrollo Integral (IESDI),Coahuila,https://www.altillo.com/universidades/mexico/de/coahuila/Instituto_de_Estudios_Superiores_para_el_desarrollo_Integral_(IESDI).asp,http://www.iesdi.org/,https://www.altillo.com/universidades/mexico/de/coahuila.asp
Instituto de Estudios Superiores Petatzecuaro,Michoacan,https://www.altillo.com/universidades/mexico/de/michoacan/Instituto_de_estudios_Superiores_Petatzecuaro.asp,,https://www.altillo.com/universidades/mexico/de/michoacan.asp
Instituto de Estudios Superiores Plata (IESP),Hidalgo,https://www.altillo.com/universidades/mexico/de/hidalgo/Instituto_de_Estudios_Superiores_Plata_IESP.asp,http://www.iesp.edu.mx,https://www.altillo.com/universidades/mexico/de/hidalgo.asp
Instituto de Estudios Superiores Rafel Guizar Valencia,Veracruz,https://www.altillo.com/universidades/mexico/de/veracruz/Instituto_de_Estudios_Superiores_Rafel_Guizar_Valencia.asp,,https://www.altillo.com/universidades/mexico/de/veracruz.asp
Instituto de Estudios Superiores Samuel Hahnemann (IESSH),Jalisco,https://www.altillo.com/universidades/mexico/de/jalisco/Instituto_de_Estudios_Superiores_Samuel_Hahnemann.asp,http://www.iessh.com,https://www.altillo.com/universidades/mexico/de/jalisco.asp
Instituto de Estudios Superiores Sociales y Tecnológicos,Veracruz,https://www.altillo.com/universidades/mexico/de/veracruz/Instituto_de_Estudios_Superiores_Sociales_y_Tecnologicos.asp,,https://www.altillo.com/universidades/mexico/de/veracruz.asp
Instituto de Estudios Superiores Sor Juana Inés de la Cruz,Chiapas,https://www.altillo.com/universidades/mexico/de/chiapas/Instituto_de_Estudios_Superiores_Sor_Juana_Ines_de_la_Cruz.asp,,https://www.altillo.com/universidades/mexico/de/chiapas.asp
Instituto de Estudios Superiores Sowelu,Distritofederal,https://www.altillo.com/universidades/mexico/de/distritofederal/Instituto_de_Estudios_Superiores_Sowelu.asp,http://www.iessowelu.edu.mx,https://www.altillo.com/universidades/mexico/de/distritofederal.asp
Instituto de Estudios Superiores Tiozihuatl,Hidalgo,https://www.altillo.com/universidades/mexico/de/hidalgo/Instituto_de_Estudios_Superiores_Tiozihuatl.asp,http://www.institutotiozihuatl.com,https://www.altillo.com/universidades/mexico/de/hidalgo.asp
Instituto de Estudios Superiores Tlacotalpan,Veracruz,https://www.altillo.com/universidades/mexico/de/veracruz/Instituto_de_Estudios_Superiores_Tlacotalpan.asp,http://www.iestlacotalpan.edu.mx/,https://www.altillo.com/universidades/mexico/de/veracruz.asp
Instituto de Estudios Superiores Tomás de Aquino,Chiapas,https://www.altillo.com/universidades/mexico/de/chiapas/Instituto_de_Estudios_Superiores_Tomas_de_Aquino.asp,,https://www.altillo.com/universidades/mexico/de/chiapas.asp
Instituto de Estudios Superiores Transformación,Nayarit,https://www.altillo.com/universidades/mexico/de/nayarit/Instituto_de_Estudios_Superiores_Transformacion.asp,,https://www.altillo.com/universidades/mexico/de/nayarit.asp
Instituto de Estudios Superiores UCIC,Puebla,https://www.altillo.com/universidades/mexico/de/puebla/Instituto_de_Estudios_Superiores_UCIC.asp,http://www.ucic.edu.mx,https://www.altillo.com/universidades/mexico/de/puebla.asp
Instituto de Estudios Superiores UNIMPA,Estadodemexico,https://www.altillo.com/universidades/mexico/de/estadodemexico/Instituto_de_Estudios_Superiores_Unimpa.asp,,https://www.altillo.com/universidades/mexico/de/estadodemexico.asp
Instituto de Estudios Superiores Valladolid,Veracruz,https://www.altillo.com/universidades/mexico/de/veracruz/Instituto_de_Estudios_Superiores_Valladolid.asp,http://www.iesvalladolid.edu.mx,https://www.altillo.com/universidades/mexico/de/veracruz.asp
Instituto de Estudios Superiores Vigotsky,Guerrero,https://www.altillo.com/universidades/mexico/de/guerrero/Instituto_de_Estudios_Superiores_Vigotsky.asp,,https://www.altillo.com/universidades/mexico/de/guerrero.asp
Instituto de Estudios Superiores Vizcaya del Pacifico,Sinaloa,https://www.altillo.com/universidades/mexico/de/sinaloa/Instituto_de_Estudios_Superiores_Vizcaya_del_Pacifico.asp,https://sic.cultura.gob.mx/ficha.php?table=universidad&table_id=3042,https://www.altillo.com/universidades/mexico/de/sinaloa.asp
Instituto de Estudios Superiores Vizcaya Pacifico,Sinaloa,https://www.altillo.com/universidades/mexico/de/sinaloa/Instituto_de_Estudios_Superiores_Vizcaya_Pacifico.asp,,https://www.altillo.com/universidades/mexico/de/municipio_sinaloa_culiacan.asp
Instituto de Estudios Superiores Windsor,Guerrero,https://www.altillo.com/universidades/mexico/de/guerrero/Instituto_de_Estudios_Superiores_Windsor.asp,,https://www.altillo.com/universidades/mexico/de/guerrero.asp
Instituto de Estudios Superiores y Estratégicos Siglo XXI,Zacatecas,https://www.altillo.com/universidades/mexico/de/zacatecas/Instituto_de_Estudios_Superiores_y_Estrategicos_Siglo_XXI.asp,https://sic.cultura.gob.mx/ficha.php?table=universidad&table_id=3851,https://www.altillo.com/universidades/mexico/de/zacatecas.asp
Instituto de Estudios Superiores Yucatán (IESY),Yucatan,https://www.altillo.com/universidades/mexico/de/yucatan/Instituto_de_Estudios_Superiores_yucatan_IESY.asp,http://www.iesy.edu.mx,https://www.altillo.com/universidades/mexico/de/yucatan.asp
Instituto de Estudios Tecnológicos y Superiores Matatipac,Nayarit,https://www.altillo.com/universidades/mexico/de/nayarit/Instituto_de_Estudios_Tecnologicos_y_Superiores_Matatipac.asp,http://www.institutomatatipac.edu.mx,https://www.altillo.com/universidades/mexico/de/nayarit.asp
Instituto de Estudios Transgeneracionales,Distritofederal,https://www.altillo.com/universidades/mexico/de/distritofederal/Instituto_de_Estudios_Transgeneracionales.asp,,https://www.altillo.com/universidades/mexico/de/distritofederal.asp
Instituto de Estudios Universitarios (IEU),Chiapas,https://www.altillo.com/universidades/mexico/de/chiapas/Instituto_de_Estudios_Universitarios_IEU.asp,http://www.sistemaieu.edu.mx,https://www.altillo.com/universidades/mexico/de/chiapas.asp
Instituto de Estudios Universitarios (IEU),Guerrero,https://www.altillo.com/universidades/mexico/de/guerrero/Instituto_de_Estudios_Universitarios_IEU.asp,http://www.sistemaieu.edu.mx,https://www.altillo.com/universidades/mexico/de/guerrero.asp
Instituto de Estudios Universitarios (IEU),Guerrero,https://www.altillo.com/universidades/mexico/de/guerrero/Instituto_de_Estudios_Universitarios_IEUchipalcing.asp,http://www.sistemaieu.edu.mx,https://www.altillo.com/universidades/mexico/de/guerrero.asp
Instituto de Estudios Universitarios (IEU),Guerrero,https://www.altillo.com/universidades/mexico/de/guerrero/Instituto_de_Estudios_Universitarios_IEUiguala.asp,,https://www.altillo.com/universidades/mexico/de/guerrero.asp
Instituto de Estudios Universitarios (IEU),Guerrero,https://www.altillo.com/universidades/mexico/de/guerrero/Instituto_de_Estudios_Universitarios_IEUzihua.asp,http://www.sistemaieu.edu.mx,https://www.altillo.com/universidades/mexico/de/guerrero.asp
Instituto de Estudios Universitarios (IEU),Oaxaca,https://www.altillo.com/universidades/mexico/de/oaxaca/Instituto_de_Estudios_Universitarios_IEU_Oaxaca.asp,http://www.sistemaieu.edu.mx,https://www.altillo.com/universidades/mexico/de/municipio_oaxaca_oaxdejuarez.asp
Instituto de Estudios Universitarios (IEU),Puebla,https://www.altillo.com/universidades/mexico/de/puebla/Instituto_de_Estudios_Universitarios_IEU.asp,http://www.sistemaieu.edu.mx,https://www.altillo.com/universidades/mexico/de/puebla.asp
Instituto de Estudios Universitarios (IEU),Puebla,https://www.altillo.com/universidades/mexico/de/puebla/Instituto_de_Estudios_Universitarios_IEU_Tehuacan.asp,http://www.sistemaieu.edu.mx,https://www.altillo.com/universidades/mexico/de/puebla.asp
Instituto de Estudios Universitarios (IEU),Puebla,https://www.altillo.com/universidades/mexico/de/puebla/Instituto_de_Estudios_Universitarios_IEU_Teziutlan.asp,http://www.sistemaieu.edu.mx,https://www.altillo.com/universidades/mexico/de/puebla.asp
Instituto de Estudios Universitarios (IEU),Quintanaroo,https://www.altillo.com/universidades/mexico/de/quintanaroo/Instituto_de_Estudios_Universitarios_IEU.asp,http://www.sistemaieu.edu.mx,https://www.altillo.com/universidades/mexico/de/quintanaroo.asp
Instituto de Estudios Universitarios (IEU),Veracruz,https://www.altillo.com/universidades/mexico/de/veracruz/Instituto_de_Estudios_Universitarios_del_Estado_de_Veracruz_IEU_Boca.asp,http://www.sistemaieu.edu.mx,https://www.altillo.com/universidades/mexico/de/veracruz.asp
Instituto de Estudios Universitarios (IEU),Veracruz,https://www.altillo.com/universidades/mexico/de/veracruz/Instituto_de_Estudios_Universitarios_del_Estado_de_Veracruz_IEU_Poza_Rica.asp,http://www.sistemaieu.edu.mx,https://www.altillo.com/universidades/mexico/de/veracruz.asp
Instituto de Estudios Universitarios (IEU),Veracruz,https://www.altillo.com/universidades/mexico/de/veracruz/Instituto_de_Estudios_Universitarios_del_Estado_de_Veracruz_IEU_Xalapa.asp,http://www.sistemaieu.edu.mx,https://www.altillo.com/universidades/mexico/de/veracruz.asp
Instituto de Estudios Universitarios del Estado de Campeche,Campeche,https://www.altillo.com/universidades/mexico/de/campeche/Instituto_de_Estudios_Universitarios_del_Estado_de_Campeche.asp,http://www.universidad-ieu.mx,https://www.altillo.com/universidades/mexico/de/campeche.asp
Instituto de Filosofía,Jalisco,https://www.altillo.com/universidades/mexico/de/jalisco/Instituto_de_Filosofia.asp,https://if.edu.mx/,https://www.altillo.com/universidades/mexico/de/jalisco.asp
Instituto de Formación Liverpool,Distritofederal,https://www.altillo.com/universidades/mexico/de/distritofederal/Instituto_de_Formacion_Liverpool.asp,,https://www.altillo.com/universidades/mexico/de/distritofederal.asp
Instituto de Formación Profesional de la PGJDF,Distritofederal,https://www.altillo.com/universidades/mexico/de/distritofederal/Instituto_de_Formacion_Profesional_de_la_PGJDF.asp,https://www.fgjcdmx.gob.mx,https://www.altillo.com/universidades/mexico/de/distritofederal.asp
Instituto de Formación y Capacitación Policial de Guerrero,Guerrero,https://www.altillo.com/universidades/mexico/de/guerrero/Instituto_de_Formacion_y_Capacitacion_Policial_de_Guerrero.asp,,https://www.altillo.com/universidades/mexico/de/guerrero.asp
Instituto de Gastronomía México,Distritofederal,https://www.altillo.com/universidades/mexico/de/distritofederal/Instituto_de_Gastronomia_Mexico.asp,,https://www.altillo.com/universidades/mexico/de/distritofederal.asp
Instituto de Gestalt Cuernavaca,Morelos,https://www.altillo.com/universidades/mexico/de/morelos/Instituto_de_Gestalt_Cuernavaca.asp,https://institutodegestalt.edu.mx/home/,https://www.altillo.com/universidades/mexico/de/morelos.asp
Instituto de Graduados En Administración (IGA),Zacatecas,https://www.altillo.com/universidades/mexico/de/zacatecas/Instituto_de_Graduados_En_Administracion_IGA.asp,https://sic.cultura.gob.mx/ficha.php?table=universidad&table_id=3852,https://www.altillo.com/universidades/mexico/de/zacatecas.asp
Instituto de Hematopatologia,Queretaro,https://www.altillo.com/universidades/mexico/de/queretaro/Instituto_de_Hematopatologia.asp,http://www.hematologia.com.mx,https://www.altillo.com/universidades/mexico/de/queretaro.asp
Instituto de Homeopatía Superior Vallarta (Madero),Jalisco,https://www.altillo.com/universidades/mexico/de/jalisco/Instituto_de_Homeopatia_Superior_Vallarta_Madero.asp,,https://www.altillo.com/universidades/mexico/de/jalisco.asp
Instituto de Homeopatía Superior Vallarta (Rio Blanco),Jalisco,https://www.altillo.com/universidades/mexico/de/jalisco/Instituto_de_Homeopatia_Superior_Vallarta_Rio_Blanco.asp,,https://www.altillo.com/universidades/mexico/de/jalisco.asp
Instituto de Imagen Metepec,Estadodemexico,https://www.altillo.com/universidades/mexico/de/estadodemexico/Instituto_de_Imagen_Metepec.asp,,https://www.altillo.com/universidades/mexico/de/estadodemexico.asp
Instituto de Iniciación Artística de Nayarit,Nayarit,https://www.altillo.com/universidades/mexico/de/nayarit/Instituto_de_Iniciacion_Artistica_de_Nayarit.asp,,https://www.altillo.com/universidades/mexico/de/nayarit.asp
Instituto de Innovación y desarrollo Tecnológico,Michoacan,https://www.altillo.com/universidades/mexico/de/michoacan/Instituto_de_Innovacion_y_desarrollo_Tecnologico.asp,,https://www.altillo.com/universidades/mexico/de/michoacan.asp
Instituto de Integración Cultural (IDIC),Estadodemexico,https://www.altillo.com/universidades/mexico/de/estadodemexico/Instituto_de_Integracion_Cultural.asp,,https://www.altillo.com/universidades/mexico/de/estadodemexico.asp
Instituto de Investigacion e Innovacion Organizacional,Michoacan,https://www.altillo.com/universidades/mexico/de/michoacan/Instituto_de_Investigacion_e_Innovacion_Organizacional.asp,,https://www.altillo.com/universidades/mexico/de/michoacan.asp
Instituto de Investigaciones Dr. José María Luís Mora,Distritofederal,https://www.altillo.com/universidades/mexico/de/distritofederal/Instituto_de_Investigaciones_Dr_Jose_Maria_Luis_Mora.asp,http://www.institutomora.edu.mx,https://www.altillo.com/universidades/mexico/de/distritofederal.asp
Instituto de Investigaciones Jaguey,Estadodemexico,https://www.altillo.com/universidades/mexico/de/estadodemexico/Instituto_de_Investigaciones_Jaguey.asp,http://sit2010.wix.com/ijaguey,https://www.altillo.com/universidades/mexico/de/estadodemexico.asp
Instituto de Investigaciones Sociales y Humanas,Oaxaca,https://www.altillo.com/universidades/mexico/de/oaxaca/Instituto_de_Investigaciones_Sociales_Y_Humanas.asp,http://isociales.edu.mx/,https://www.altillo.com/universidades/mexico/de/oaxaca.asp
Instituto de Investigación en Comunicación y Cultura ICONOS,Distritofederal,https://www.altillo.com/universidades/mexico/de/distritofederal/Instituto_de_Investigacion_en_Comunicacion_y_Cultura_ICONOS.asp,http://www.iconos.edu.mx,https://www.altillo.com/universidades/mexico/de/distritofederal.asp
Instituto de Investigación en Procesos de Desarrollo Humano (IIPDH),Durango,https://www.altillo.com/universidades/mexico/de/durango/Instituto_de_Investigacion_en_Procesos_de_desarrollo_Humano_IIPDH.asp,,https://www.altillo.com/universidades/mexico/de/durango.asp
Instituto de Investigación en Psicología Clínica y Social (IIPCS),Distritofederal,https://www.altillo.com/universidades/mexico/de/distritofederal/Instituto_de_Investigacion_en_Psicologia_Clinica_y_Social_IIPCS.asp,,https://www.altillo.com/universidades/mexico/de/distritofederal.asp
Instituto de Investigación Homeopática,Durango,https://www.altillo.com/universidades/mexico/de/durango/Instituto_de_Investigacion_Homeopatica.asp,http://www.institutodeinvestigacionhomeopatica.com,https://www.altillo.com/universidades/mexico/de/durango.asp
Instituto de Investigación para el Desarrollo del Potencial de la Persona (IIDEPP),Nayarit,https://www.altillo.com/universidades/mexico/de/nayarit/Instituto_de_Investigacion_Para_El_desarrollo_del_Potencial_de_La_Persona_IIDEPP.asp,http://www.iidepp.com,https://www.altillo.com/universidades/mexico/de/nayarit.asp
Instituto de Investigación Para Las Ciencias Ambientales (IICA),Zacatecas,https://www.altillo.com/universidades/mexico/de/zacatecas/Instituto_de_Investigacion_Para_Las_Ciencias_Ambientales_IICA.asp,,https://www.altillo.com/universidades/mexico/de/zacatecas.asp
"Instituto de Investigación, Capacitación y Psicoterapia",Sinaloa,https://www.altillo.com/universidades/mexico/de/sinaloa/Instituto_de_InvestigaciÓN_CapacitaciÓN_y_Psicoterapia.asp,,https://www.altillo.com/universidades/mexico/de/sinaloa.asp
Instituto de La Danza Mexicana de Acapulco,Guerrero,https://www.altillo.com/universidades/mexico/de/guerrero/Instituto_de_La_Danza_Mexicana_de_Acapulco.asp,,https://www.altillo.com/universidades/mexico/de/guerrero.asp
Instituto de Mediación de México,Sonora,https://www.altillo.com/universidades/mexico/de/sonora/Instituto_de_Mediacion_de_Mexico.asp,,https://www.altillo.com/universidades/mexico/de/sonora.asp
Instituto de Mercadotecnia y Publicidad,Distritofederal,https://www.altillo.com/universidades/mexico/de/distritofederal/Instituto_de_Mercadotecnia_y_Publicidad.asp,http://www.improma.com,https://www.altillo.com/universidades/mexico/de/distritofederal.asp
Instituto de Moda y Arte Contemporáneo (INMODART),Michoacan,https://www.altillo.com/universidades/mexico/de/michoacan/InstitInstituto_de_Moda_y_Arte_Contemporáneo_INMODART.asp,http://www.inmodart.com,https://www.altillo.com/universidades/mexico/de/michoacan.asp
Instituto de Modas Aragon,Durango,https://www.altillo.com/universidades/mexico/de/durango/Instituto_de_Modas_Aragon.asp,,https://www.altillo.com/universidades/mexico/de/durango.asp
Instituto de Monserrat (INDEMONT),Guerrero,https://www.altillo.com/universidades/mexico/de/guerrero/Instituto_de_Monserrat_INDEMONT.asp,http://indemont.edu.mx/,https://www.altillo.com/universidades/mexico/de/guerrero.asp
Instituto de Ortodoncia Bioprogresiva,Estadodemexico,https://www.altillo.com/universidades/mexico/de/estadodemexico/Instituto_de_Ortodoncia_Bioprogresiva.asp,,https://www.altillo.com/universidades/mexico/de/estadodemexico.asp
Instituto de Posgrado en Derecho,Distritofederal,https://www.altillo.com/universidades/mexico/de/distritofederal/Instituto_de_Posgrado_en_derecho.asp,http://www.ipd.edu.mx/index.html,https://www.altillo.com/universidades/mexico/de/distritofederal.asp
Instituto de Posgrado en Humanidades,Coahuila,https://www.altillo.com/universidades/mexico/de/coahuila/Instituto_de_Posgrado_en_Humanidades.asp,,https://www.altillo.com/universidades/mexico/de/coahuila.asp
